Sample_ID,Species,Site,Species_Group,Site_Group,Test,Download_link,Ref
Y0384C,Homatula potanini,0,C_Homatula_potanini,0,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0389C,Homatula potanini,0,C_Homatula_potanini,0,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0394C,Silurus asotus,0,C_Silurus_asotus,0,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0426C,Leiocassis longirostris,Y_07_A,C_Leiocassis_longirostris,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0427C,Leiocassis longirostris,Y_07_A,C_Leiocassis_longirostris,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0428C,Leiocassis longirostris,Y_07_A,C_Leiocassis_longirostris,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/275/GCA_028565275.1_ASM2856527v1/GCA_028565275.1_ASM2856527v1_genomic.fna.gz,Leiocassis_micropogon
Y0453C,Culter alburnus,Y_07_A,C_Culter_alburnus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0457C,Hemiculter tchangi,Y_07_A,C_Hemiculter_tchangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0458C,Hemiculter tchangi,Y_07_A,C_Hemiculter_tchangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0459C,Hemiculter tchangi,Y_07_A,C_Hemiculter_tchangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0460C,Hemiculter tchangi,Y_07_A,C_Hemiculter_tchangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0462C,Ancherythroculter wangi,Y_07_A,C_Ancherythroculter_wangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0463C,Ancherythroculter wangi,Y_07_A,C_Ancherythroculter_wangi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0464C,Tachysurus nitidus,Y_07_A,C_Tachysurus_nitidus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0465C,Tachysurus nitidus,Y_07_A,C_Tachysurus_nitidus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0466C,Tachysurus nitidus,Y_07_A,C_Tachysurus_nitidus,Y_07_A,t2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0467C,Tachysurus nitidus,Y_07_A,C_Tachysurus_nitidus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus_vachellii
Y0468C,Siniperca knerii,Y_07_A,C_Siniperca_knerii,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/952/075/GCA_011952075.1_sinKne6b/GCA_011952075.1_sinKne6b_genomic.fna.gz,Siniperca_knerii
Y0469C,Myxocyprinus asiaticus,Y_07_A,C_Myxocyprinus_asiaticus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.fna.gz,Myxocyprinus_asiaticus
Y0470C,Pseudolaubuca sinensis,Y_07_A,C_Pseudolaubuca_sinensis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0471C,Pseudolaubuca sinensis,Y_07_A,C_Pseudolaubuca_sinensis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0472C,Pseudolaubuca sinensis,Y_07_A,C_Pseudolaubuca_sinensis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0473C,Pseudolaubuca sinensis,Y_07_A,C_Pseudolaubuca_sinensis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0480C,Pseudobrama simoni,Y_07_A,C_Pseudobrama_simoni,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0482C,Pseudobrama simoni,Y_07_A,C_Pseudobrama_simoni,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0483C,Pseudobrama simoni,Y_07_A,C_Pseudobrama_simoni,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0484C,Pseudobrama simoni,Y_07_A,C_Pseudobrama_simoni,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius_grahami
Y0493C,Hypophthalmichthys nobilis,Y_07_A,C_Hypophthalmichthys_nobilis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0494C,Hypophthalmichthys nobilis,Y_07_A,C_Hypophthalmichthys_nobilis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0495C,Hypophthalmichthys molitrix,Y_07_A,C_Hypophthalmichthys_molitrix,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0496C,Hypophthalmichthys molitrix,Y_07_A,C_Hypophthalmichthys_molitrix,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0497C,Hypophthalmichthys molitrix,Y_07_A,C_Hypophthalmichthys_molitrix,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/817/975/GCA_022817975.1_1.0/GCA_022817975.1_1.0_genomic.fna.gz,Hypophthalmichthys_molitrix
Y0498C,Megalobrama amblycephala,Y_07_A,C_Megalobrama_amblycephala,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1/GCF_018812025.1_ASM1881202v1_genomic.fna.gz,Megalobrama_pellegrini
Y0499C,Chanodichthys dabryi,Y_07_A,C_Chanodichthys_dabryi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0500C,Ancherythroculter nigrocauda,Y_07_A,C_Ancherythroculter_nigrocauda,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0501C,Ancherythroculter nigrocauda,Y_07_A,C_Ancherythroculter_nigrocauda,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys_erythropterus
Y0507C,Coreius heterodon,Y_07_A,C_Coreius_heterodon,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0508C,Coreius heterodon,Y_07_A,C_Coreius_heterodon,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0509C,Coreius guichenoti,Y_07_A,C_Coreius_guichenoti,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0510C,Coreius guichenoti,Y_07_A,C_Coreius_guichenoti,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0511C,Coreius guichenoti,Y_07_A,C_Coreius_guichenoti,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/749/465/GCA_018749465.1_ASM1874946v1/GCA_018749465.1_ASM1874946v1_genomic.fna.gz,Paracanthobrama_guichenoti
Y0516C,Gnathopogon imberbis,Y_07_A,C_Gnathopogon_imberbis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris_rarus
Y0519C,Myxocyprinus asiaticus,Y_07_A,C_Myxocyprinus_asiaticus,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/703/515/GCF_019703515.2_UBuf_Myxa_2/GCF_019703515.2_UBuf_Myxa_2_genomic.fna.gz,Myxocyprinus_asiaticus
Y0524C,Siniperca chuatsi,Y_07_A,C_Siniperca_chuatsi,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/085/105/GCF_020085105.1_ASM2008510v1/GCF_020085105.1_ASM2008510v1_genomic.fna.gz,Siniperca_chuatsi
Y0525C,Liobagrus nigricauda,Y_07_A,C_Liobagrus_nigricauda,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0526C,Liobagrus nigricauda,Y_07_A,C_Liobagrus_nigricauda,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0527C,Rhinogobius similis,Y_07_A,C_Rhinogobius_similis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0528C,Silurus meridionalis,Y_07_A,C_Silurus_meridionalis,Y_07_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1/GCF_014805685.1_ASM1480568v1_genomic.fna.gz,Silurus_meridionalis
Y0530C,Triplophysa bleekeri,Y_08_A,C_Triplophysa_bleekeri,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0531C,Triplophysa bleekeri,Y_08_A,C_Triplophysa_bleekeri,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0532C,Triplophysa bleekeri,Y_08_A,C_Triplophysa_bleekeri,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0534C,Triplophysa bleekeri,Y_08_A,C_Triplophysa_bleekeri,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0535C,Pseudorasbora parva,Y_08_A,C_Pseudorasbora_parva,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0536C,Pseudorasbora parva,Y_08_A,C_Pseudorasbora_parva,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0537C,Pseudorasbora parva,Y_08_A,C_Pseudorasbora_parva,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora_parva
Y0544C,Triplophysa daqiaoensis,Y_08_A,C_Triplophysa_daqiaoensis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0545C,Triplophysa daqiaoensis,Y_08_A,C_Triplophysa_daqiaoensis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0546C,Triplophysa daqiaoensis,Y_08_A,C_Triplophysa_daqiaoensis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0547C,Triplophysa daqiaoensis,Y_08_A,C_Triplophysa_daqiaoensis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0548C,Homatula variegata,Y_08_A,C_Homatula_variegata,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0549C,Homatula variegata,Y_08_A,C_Homatula_variegata,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0550C,Homatula variegata,Y_08_A,C_Homatula_variegata,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0551C,Homatula variegata,Y_08_A,C_Homatula_variegata,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0552C,Homatula variegata,Y_08_A,C_Homatula_variegata,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0553C,Abbottina rivularis,Y_08_A,C_Abbottina_rivularis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0554C,Abbottina rivularis,Y_08_A,C_Abbottina_rivularis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0555C,Abbottina rivularis,Y_08_A,C_Abbottina_rivularis,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio_gobio
Y0558C,Schizothorax davidi,Y_08_A,C_Schizothorax_davidi,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax_lantsangensis
Y0565C,Paramisgurnus dabryanus,Y_08_A,C_Paramisgurnus_dabryanus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0566C,Paramisgurnus dabryanus,Y_08_A,C_Paramisgurnus_dabryanus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0567C,Paramisgurnus dabryanus,Y_08_A,C_Paramisgurnus_dabryanus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/506/205/GCA_030506205.1_PD_contigs_1.0/GCA_030506205.1_PD_contigs_1.0_genomic.fna.gz,Paramisgurnus_dabryanus
Y0569C,Claea dabryi,Y_08_A,C_Claea_dabryi,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0571C,Claea dabryi,Y_08_A,C_Claea_dabryi,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0572C,Claea dabryi,Y_08_A,C_Claea_dabryi,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0574C,Claea dabryi,Y_08_A,C_Claea_dabryi,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0575C,Triplophysa stoliczkai,Y_08_A,C_Triplophysa_stoliczkai,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0576C,Triplophysa stoliczkai,Y_08_A,C_Triplophysa_stoliczkai,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0577C,Triplophysa stoliczkai,Y_08_A,C_Triplophysa_stoliczkai,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0578C,Triplophysa stoliczkai,Y_08_A,C_Triplophysa_stoliczkai,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0579C,Triplophysa stoliczkai,Y_08_A,C_Triplophysa_stoliczkai,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa_stenura
Y0580C,Misgurnus anguillicaudatus,Y_08_A,C_Misgurnus_anguillicaudatus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0581C,Misgurnus anguillicaudatus,Y_08_A,C_Misgurnus_anguillicaudatus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0582C,Misgurnus anguillicaudatus,Y_08_A,C_Misgurnus_anguillicaudatus,Y_08_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus_anguillicaudatus
Y0586C,Silurus asotus,Y_08_B,C_Silurus_asotus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0588C,Silurus asotus,Y_08_B,C_Silurus_asotus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus_asotus
Y0591C,Liobagrus marginatus,Y_08_B,C_Liobagrus_marginatus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0593C,Liobagrus marginatus,Y_08_B,C_Liobagrus_marginatus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0594C,Liobagrus marginatus,Y_08_B,C_Liobagrus_marginatus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/295/GCA_028566295.1_ASM2856629v1/GCA_028566295.1_ASM2856629v1_genomic.fna.gz,Liobagrus_marginatus
Y0598C,Hypophthalmichthys nobilis,Y_08_B,C_Hypophthalmichthys_nobilis,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys_nobilis
Y0600C,Rhinogobius cliffordpopei,Y_08_B,C_Rhinogobius_cliffordpopei,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/453/435/GCA_019453435.1_ASM1945343v1/GCA_019453435.1_ASM1945343v1_genomic.fna.gz,Rhinogobius_similis
Y0601C,Glyptothorax sinensis,Y_08_B,C_Glyptothorax_sinensis,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0602C,Glyptothorax sinensis,Y_08_B,C_Glyptothorax_sinensis,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0604C,Glyptothorax sinensis,Y_08_B,C_Glyptothorax_sinensis,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius_yarrelli
Y0612C,Cyprinus carpio,Y_08_B,C_Cyprinus_carpio,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus_carpio
Y0613C,Culter alburnus,Y_08_B,C_Culter_alburnus,Y_08_B,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/615/GCA_028476615.1_ASM2847661v1/GCA_028476615.1_ASM2847661v1_genomic.fna.gz,Culter_alburnus
Y0614C,Ctenopharyngodon idella,Y_09_A,C_Ctenopharyngodon_idella,Y_09_A,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon_idella
